ObjectType,ObjectName,Description,Utilization,ParametersJson,OutputNotes,ReferencedObjectsJson,IRI,CodeColumn,Code,AccessBitmap
"    { ""name"": ""Property3"",                ""type"": ""NVARCHAR(50)"",  ""description"": ""Third custom property name."" },",,,,,,,,,,
"    { ""name"": ""Property3ValueNumeric"",    ""type"": ""FLOAT"",         ""description"": ""Numeric value for the third custom property."" },",,,,,,,,,,
"    { ""name"": ""Property3ValueAlpha"",      ""type"": ""NVARCHAR(50)"",  ""description"": ""Alpha value for the third custom property."" },",,,,,,,,,,
"    { ""name"": ""Property4"",                ""type"": ""NVARCHAR(50)"",  ""description"": ""Fourth custom property name."" },",,,,,,,,,,
"    { ""name"": ""Property4ValueNumeric"",    ""type"": ""FLOAT"",         ""description"": ""Numeric value for the fourth custom property."" },",,,,,,,,,,
"    { ""name"": ""Property4ValueAlpha"",      ""type"": ""NVARCHAR(50)"",  ""description"": ""Alpha value for the fourth custom property."" },",,,,,,,,,,
"    { ""name"": ""Property5"",                ""type"": ""NVARCHAR(50)"",  ""description"": ""Fifth custom property name."" },",,,,,,,,,,
"    { ""name"": ""Property5ValueNumeric"",    ""type"": ""FLOAT"",         ""description"": ""Numeric value for the fifth custom property."" },",,,,,,,,,,
"    { ""name"": ""Property5ValueAlpha"",      ""type"": ""NVARCHAR(50)"",  ""description"": ""Alpha value for the fifth custom property."" }",,,,,,,,,,
  ],[,,,,,,,,,
"    { ""name"": ""dbo.ModelEvents"",           ""type"": ""Table"",               ""description"": ""Stores first-order transition metrics."" },",,,,,,,,,,
"    { ""name"": ""dbo.Models"",                ""type"": ""Table"",               ""description"": ""Model configuration and metadata."" },",,,,,,,,,,
"    { ""name"": ""dbo.Metrics"",               ""type"": ""Table"",               ""description"": ""Defines metric names and units."" },",,,,,,,,,,
"    { ""name"": ""dbo.ModelsWithProperties"",  ""type"": ""Table-Valued Function"",""description"": ""Returns up to five properties per model when joined."" },",,,,,,,,,,
"    { ""name"": ""dbo.UserAccessBitmap"",      ""type"": ""Scalar Function"",     ""description"": ""Retrieves the current user’s access bitmap for filtering."" }",,,,,,,,,,
  ],NULL,NULL,NULL,-1,,,,,,
SQL_SCALAR_FUNCTION,[dbo].[PromptEventSimilarity],"Database function that returns a value, named, [dbo].[PromptEventSimilarity]: Constructs a natural‐language prompt for an LLM to score or explain the semantic similarity between two event names, optionally including contextual co‐occurring words.","Use when generating text prompts or similarity text around events for LLM, embedding, or semantic search scenarios.",[,,,,,,
"    { ""name"": ""@Event1"",               ""type"": ""NVARCHAR(20)"", ""default"": null, ""description"": ""First event name to compare."" },",,,,,,,,,,
"    { ""name"": ""@Event2"",               ""type"": ""NVARCHAR(20)"", ""default"": null, ""description"": ""Second event name to compare against."" },",,,,,,,,,,
"    { ""name"": ""@ScoreOnly"",            ""type"": ""BIT"",           ""default"": ""NULL"", ""description"": ""1 to request only the numeric score; 0 to allow an explanatory response."" },",,,,,,,,,,
"    { ""name"": ""@CompareEvents"",        ""type"": ""BIT"",           ""default"": ""NULL"", ""description"": ""1 to include event comparison; reserved for future use."" },",,,,,,,,,,
"    { ""name"": ""@CompareEventProperties"",""type"": ""BIT"",          ""default"": ""NULL"", ""description"": ""1 to include event‐property comparison; reserved for future use."" },",,,,,,,,,,
"    { ""name"": ""@ContextWordCount"",     ""type"": ""TINYINT"",       ""default"": ""NULL"", ""description"": ""Number of top co‐occurring words to include as context for each event."" }",,,,,,,,,,
  ],[,,,,,,,,,
"    { ""name"": ""Return Value"", ""type"": ""NVARCHAR(500)"", ""description"": ""Generated LLM prompt string, possibly including contextual word lists."" }",,,,,,,,,,
  ],[,,,,,,,,,
"    { ""name"": ""dbo.EventsFact"", ""type"": ""Table"", ""description"": ""Source of event occurrences used to build context word lists."" }",,,,,,,,,,
  ],NULL,NULL,NULL,-1,,,,,,
Column,Metrics.Method,"Database Column named Metrics.Method. See dbo.MarkovChain to see how this is applied. ex: 0=EventBInput-EventAOutput, 1=EventBInput-EventAInput",NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1
Column,Metrics.UoM,Database Column named Metrics.UoM. Unit of Measure,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1
Column,CaseTypes.AccessBitmap,"Database Column named CaseTypes.AccessBitmap. Cases inherit this AccessBitmap. In turn, events inherit from the case. Each event access could be modified.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1
Column,CaseTypes.Description,Database Column named CaseTypes.Description. Intended as a prompt to an LLM so we can obtain more information about this.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1
Column,CaseTypes.IRI,Database Column named CaseTypes.IRI. The IRI (Internation Resource Identifier) is the gateway to a knowledge graph.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1
SQL_SCALAR_FUNCTION,[dbo].[SequenceProbability],"Database function that returns a value, named, [dbo].[SequenceProbability]: Computes the overall probability of observing a given event sequence under a Markov model by walking through the ModelEvents transition probabilities, starting from the stationary (eigenvector) probability of the first event and multiplying successive transition probabilities.","Use when you want the probability of one or more sequences returned as a rowset, especially when comparing multiple sequences or joining sequence probabilities into larger analyses.",[,,,,,,
"    { ""name"": ""@Sequence"", ""type"": ""NVARCHAR(2000)"", ""default"": null, ""description"": ""Comma-separated list of events whose joint probability is to be computed."" },",,,,,,,,,,
"    { ""name"": ""@ModelID"",  ""type"": ""INT"",          ""default"": null, ""description"": ""Identifier of the Markov model (in ModelEvents) to use for transition probabilities."" }",,,,,,,,,,
  ],[,,,,,,,,,
"    { ""name"": ""Return Value"", ""type"": ""FLOAT"", ""description"": ""Computed probability of the full sequence; if the sequence is length 1, returns its stationary probability."" }",,,,,,,,,,
  ],[,,,,,,,,,
"    { ""name"": ""dbo.ModelEvents"",                ""type"": ""Table"",                  ""description"": ""First-order transition probabilities (EventA→EventB)."" },",,,,,,,,,,
"    { ""name"": ""dbo.Model_Stationary_Distribution"",""type"": ""Table-Valued Function"",""description"": ""Provides stationary (eigenvector) probability for each event in the model."" },",,,,,,,,,,
"    { ""name"": ""string_split"",                    ""type"": ""Built-in TVF"",           ""description"": ""Splits the input CSV sequence into individual event rows."" }",,,,,,,,,,
  ],NULL,NULL,NULL,-1,,,,,,
SQL_STORED_PROCEDURE,[dbo].[InsertTransforms],"Database Stored procedure that executes a process, named, [dbo].[InsertTransforms]: [",,,,,,,,
"    ""Computes the canonical key for a transforms JSON payload and inserts it into the Transforms table if not already present."",",,,,,,,,,,
"    ""Returns the binary TransformsKey for downstream use.""",,,,,,,,,,
  ],Use when storing transform definitions that normalize or remap event names before modeling and analysis.,[,,,,,,,,
"    {""name"":""@Transforms"",""type"":""NVARCHAR(MAX)"",""default"":null,""description"":""JSON mapping definitions for event name transformations.""},",,,,,,,,,,
"    {""name"":""@Code"",""type"":""NVARCHAR(20)"",""default"":null,""description"":""Short code or identifier for this transforms set.""},",,,,,,,,,,
"    {""name"":""@Transformskey"",""type"":""VARBINARY(16)"",""default"":""NULL"",""description"":""OUTPUT. The MD5/SHA2_256 key computed for the transforms JSON.""}",,,,,,,,,,
  ],[,,,,,,,,,
"    {""name"":""@Transformskey"",""type"":""VARBINARY(16)"",""description"":""Computed transforms key for the input JSON.""}",,,,,,,,,,
  ],[,,,,,,,,,
"    {""name"":""dbo.TransformsKey"",""type"":""Scalar Function"",""description"":""Generates a canonical VARBINARY key for the transforms JSON.""},",,,,,,,,,,
"    {""name"":""dbo.Transforms"",""type"":""Table"",""description"":""Stores distinct transforms JSON payloads keyed by TransformsKey, with an associated Code.""}",,,,,,,,,,
  ],NULL,NULL,NULL,-1,,,,,,
Column,Models.AccessBitmap,Database Column named Models.AccessBitmap. the effective access scope to use when selecting facts for that model run or model drill-through.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1
Column,Models.ByCase,"Database Column named Models.ByCase. 0=Create models by caseid. this is the default. 1=Use a date bucket: hour, day, month, year.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1
Column,Models.CreatedBy_AccessBitmap,Database Column named Models.CreatedBy_AccessBitmap. a historical property of the model. “Under what access scope was this model originally created?” This is actually  a property of the Model since it does restrict what events get in.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1
Column,Models.CreationDuration,"Database Column named Models.CreationDuration. In seconds, how long this model took to create.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1
Column,Models.Description,"Database Column named Models.Description. A usually LLM-created description used to create an embedding of the model. We will provide to the LLM a table structure of eventA, eventB and description of eventA and eventB.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1
Column,Models.DistinctCases,Database Column named Models.DistinctCases. Distinct cases.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1
SQL_STORED_PROCEDURE,[dbo].[get_semantic_web_llm_values],"Database Stored procedure that executes a process, named, [dbo].[get_semantic_web_llm_values]: Dynamically discovers all tables with Description and IRI columns (plus optional EventsFact entries), and returns a unified result set of object name, type, description, IRI, code column name, and code value for semantic-web and LLM embedding purposes. Usefull for setting up 'Time Molecules skills'. See dbo.getTimeMoleculesObjectMetadata() for sprocs, tvf, and udfs.","Use when exporting or preparing Time Molecules metadata values for embeddings, semantic search, or LLM-oriented catalog generation.",[,,,,,,
"    { ""name"": ""@IncludeEventsAndCases"", ""type"": ""BIT"", ""default"": ""0"", ""description"": ""1 to include EventsFact rows with their properties as additional entries; 0 to skip them."" }",,,,,,,,,,
  ],[,,,,,,,,,
"    { ""name"": ""ObjectName"",  ""type"": ""NVARCHAR(500)"", ""description"": ""Schema-qualified table, view, procedure, function, or dimension object name."" },",,,,,,,,,,
"    { ""name"": ""Type"",        ""type"": ""NVARCHAR(50)"",  ""description"": ""Object category: Table, Column, View, or Table Row for dynamic entries."" },",,,,,,,,,,
"    { ""name"": ""Description"", ""type"": ""NVARCHAR(MAX)"", ""description"": ""Text description or embedding-prompt fragment."" },",,,,,,,,,,
"    { ""name"": ""IRI"",         ""type"": ""NVARCHAR(1000)"",""description"": ""Linked data IRI, if present."" },",,,,,,,,,,
"    { ""name"": ""CodeColumn"",  ""type"": ""NVARCHAR(128)"", ""description"": ""Name of the column holding the code/key."" },",,,,,,,,,,
"    { ""name"": ""Code"",        ""type"": ""NVARCHAR(50)"",  ""description"": ""Value of the code/key for the row."" }",,,,,,,,,,
  ],[,,,,,,,,,
"    { ""name"": ""sys.tables"",                   ""type"": ""System View"",               ""description"": ""Catalog of user tables."" },",,,,,,,,,,
"    { ""name"": ""sys.columns"",                  ""type"": ""System View"",               ""description"": ""Catalog of table and view columns."" },",,,,,,,,,,
"    { ""name"": ""sys.extended_properties"",      ""type"": ""System View"",               ""description"": ""Stores MS_Description and other metadata."" },",,,,,,,,,,
"    { ""name"": ""sys.views"",                    ""type"": ""System View"",               ""description"": ""Catalog of view definitions."" },",,,,,,,,,,
"    { ""name"": ""sys.objects"",                  ""type"": ""System View"",               ""description"": ""Catalog of all schema-scoped objects."" },",,,,,,,,,,
"    { ""name"": ""sys.sql_modules"",              ""type"": ""System View"",               ""description"": ""Definition text of programmable objects."" },",,,,,,,,,,
"    { ""name"": ""EventsFact"",                   ""type"": ""User Table"",                ""description"": ""Fact table of event occurrences."" },",,,,,,,,,,
"    { ""name"": ""EventProperties"",              ""type"": ""User Table"",                ""description"": ""Raw event-level properties."" },",,,,,,,,,,
"    { ""name"": ""EventSets"",                    ""type"": ""User Table"",                ""description"": ""Defines named event-set codes and descriptions."" },",,,,,,,,,,
"    { ""name"": ""Sources"",                      ""type"": ""User Table"",                ""description"": ""Registered external data sources and metadata."" },",,,,,,,,,,
"    { ""name"": ""SourceColumns"",                ""type"": ""User Table"",                ""description"": ""Columns metadata for each source."" }",,,,,,,,,,
  ],NULL,NULL,NULL,-1,,,,,,
Column,Models.enumerate_multiple_events,"Database Column named Models.enumerate_multiple_events. 0=Do Not transform multiple occurences of an event into event, event1, event2...",,,,,,,,
">0= This is how many events to transform. For example, if 3, event, event1, event2, event3, event3, event3 ...",,,,,,,,,,
,,,,,,,,,,
There is a difference between an event happening 1 or event 2 times. But more than that probably doesn't matter too much.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,,
Column,Models.EventFactRows,Database Column named Models.EventFactRows. EventsFact rows used to create this model.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1
Column,Models.IRI,Database Column named Models.IRI. An globarrly recognized identifier for the model. ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1
Column,Models.modelid,Database Column named Models.modelid. Primary Key of the Models table. It's a commonly used parameter.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1
SQL_SCALAR_FUNCTION,[dbo].[ModelEventKey],"Database function that returns a value, named, [dbo].[ModelEventKey]: [",,,,,,,,
"    ""Generates a 16-byte MD5 hash representing the combination of model-level parameters and filters."",",,,,,,,,,,
"    ""Enables linking of events across different models (e.g., Markov vs. Bayesian) by hashing the canonicalized parameter set.""",,,,,,,,,,
  ],"Use when you need a stable identifier for a model event segment, especially for joins, deduplication, caching, or comparing segment definitions across runs.",[,,,,,,,,
"    {""name"":""@EventSet"",""type"":""NVARCHAR(MAX)"",""default"":null,""description"":""Identifier or CSV defining the event set.""},",,,,,,,,,,
"    {""name"":""@enumerate_multiple_events"",""type"":""BIT"",""default"":null,""description"":""Flag to collapse (0) or enumerate duplicates (1).""},",,,,,,,,,,
"    {""name"":""@StartDateTime"",""type"":""DATETIME"",""default"":null,""description"":""Lower bound of the date range.""},",,,,,,,,,,
"    {""name"":""@EndDateTime"",""type"":""DATETIME"",""default"":null,""description"":""Upper bound of the date range.""},",,,,,,,,,,
"    {""name"":""@transforms"",""type"":""NVARCHAR(MAX)"",""default"":null,""description"":""JSON mapping for normalizing event names.""},",,,,,,,,,,
